StratumID,ClassLabelID,StateClassID,Description
11530_6_10_12_13_17_18_19_21,A,Early1:ALL,"Some grasses, with greasewood sprouts present. Some representation of other sprouting species may be present (rabbitbrush). Grass species var y geographically but include the following for U tah and N evada : inland saltgrass , bottlebrush squirreltail , and alkali sacaton."
11530_6_10_12_13_17_18_19_21,B,Late1:OPN,"Greasewood shrubs are mature. Rabbitbrush may be found with greasewood. May occur with various sagebrush species and salt desert shrub vegetation (shadscale, saltbushes, and budsage )."
11530_7_8_9,A,Early1:ALL,"Immediately after a stand - replacing event, there is a relatively homogenous distribution of vegetation. Greasewood in productive sites can resprout . Some grasses, with greasewood sprouts present. Some representation of other sprouting species may be present (rabbitbrush). Grass species var y geographically , with squirreltail and alkali sacaton occurring."
11530_7_8_9,B,Mid1:OPN,"Vegetation is still relatively evenly distributed, though self-thinning and sorting are beginning to occur. Rabbitbrush is beginning to decline. Basin wildrye also occurs among the grease wood."
11530_7_8_9,C,Late1:OPN,"Greasewood shrubs are mature and show clumping on mounds, or mots. Rabbitbrush may still be found. Grass component is reduced. Various sagebrush species and salt desert shrub vegetation may occur (shadscale, saltbushes , and budsage )."
11540_1_7_8_9,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. Typically shrub dominated, but grasses and sedges may co-dominate. Deciduous trees can establish ( resprout / germinants ) and be a minor component of main canopy Silt, gravel, cobble and woody debris may be common. Composition highly variable. Ten, hundred and thousand year flood events occur in this class, but because all maintain vegetation in class A the probabilities were combined into a single wind/weather/stress transition with a probability of .111 (.1 + .01 + .001)."
11540_1_7_8_9,B,Mid1:ALL,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen). Floods that resulted in a transition to class A were combined in the VDDT model (probability = .011). Floods that resulted in maintenance in class B were combined in the VDDT model (probability = .1)."
11540_1_7_8_9,C,Late1:ALL,"This class represents the mature, large cottonwood, aspen, etc. woodlands."
11540_10_19,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. In g eneral, this class is expected to occur 1-5yrs post-disturbance. Typically shrub dominated, but grass may co-dominate. Salix spp . dominate after fire, whereas Populus spp . and Salix spp . co-dominate after flooding. Silt, gravel, cobble , and woody debris may be common. Composition highly variable."
11540_10_19,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifer)."
11540_10_19,C,Late1:CLS,"This class represents mature, large cottonwood, conifer, etc. woodlands. Replacement fire is caused by importation from surrounding systems. Ice scour occurs but rarely kills large patches of trees."
11540_13,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Generally, this class is expected to occur 1-5yrs post-disturbance. Typically shrub - dominated, but grass may co-dominate. Salix spp . dominates after fire, whereas Populus spp . and Salix spp . co-dominate after flooding. Silt, gravel, cobble , and woody debris may be commo n. Composition highly variable."
11540_13,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen, conifers)."
11540_13,C,Late1:CLS,"This class represents mature, large cottonwood, conifer, etc. , woodlands. F looding events (weather-related stress ) cause a transition ."
11540_18,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Generally, this class is expected to occur 1-5yrs post-disturbance. Typically shrub dominated, but grass may co-dominate. Salix spp . dominates after fire, whereas Populus spp . and Salix spp . co-dominate after flooding. Silt, gravel, cobble and woody debris may be common. Composition highly variable. Modeled disturbances include flooding events (modeled as wind-weather- stress ) and beavers returning periodically to young patches of trees and shr ubs."
11540_18,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen and conifers)."
11540_18,C,Late1:CLS,"This class represents the mature, large cottonwood, conifer, etc. woodlands."
11540_6_12_16_17,A,Early1:ALL,"Immediate post-disturbance respo n ses are dependent on pre-burn vegetation composition. Typically shrub dominated, but grass may co-dominate. Silt, gravel, cobble , and woody debris may be common. Composition highly variable."
11540_6_12_16_17,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifer)."
11540_6_12_16_17,C,Late1:CLS,"This class represents mature, large cottonwood ; conifer ; etc. woodlands."
11550_13_14,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Salix gooddingii and Populus fremontii favored by flooding. This class is typically shrub/seedling dominated, but grasses or wetland graminoids may co-dominate. This class also exists as recently deposited mud/silt flats that were farmed for corn, squash , and beans."
11550_13_14,B,Mid1:CLS,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (willow and cottonwood) , with patches of graminoids and halophytic shrubs.  Native mixed - severity burning in the fall for basketry, clearing of irrigation ditches , and hunting was conducted and favored Salix gooddingii . Shrubs resprouted vigorously the year following burning. This class is an ideal bed for mesquite germination and establishment."
11550_13_14,C,Mid1:OPN,"Post - fire replacement community dominated by species that resprout after fire: mesquite and Salix gooddingii . Herb/shrub cover can start at 0.5m herbaceous to > 3 - m -tall shrubs. Class C starts at age one (not zero) to accommodate the LANDFIRE limit on one E arly- D evelopment class. Fremont cottonwood is not present because it is sensitive to fire. Patches of graminoids may be frequent after fire. Vegetation is open and shrub dominated during the first decades , th e n become progressively closed as mesquite b osque ( C lass E) forms."
11550_13_14,D,Late1:CLS,"This class represents mature, large cottonwood and willow riparian woodlands with patches of graminoids in saturated soils , and halophytic shrubs on drier sediment deposits or saltier surfaces. Mesquite increases in importance in the mid - story and lower canopy. When Native Americans used this class, the mid - story shrub component was tended and open, but the tree canopy was generally unaffected. Native American burning occurred annually in small patches, most likely to flush jackrabbit s , rodents, and deer, and to control willow encroachment near waterways (irrigation ditches or side channels) and agricultural fields situated on nearby alluvial deposits. Fuel collection was an important activity resulting in understory thinning and fuel load reduction."
11550_13_14,E,Late2:CLS,"Mesquite dominates the riparian floodplain. Salix goodingii and Populus fremontii are a minor component in this class. Native American fuel collection is an important activity in C lass E. When mesquite bosque were tended by Native Americans, stand mid - stories were open like orchards and less prone to stand - replacing fire, although the tree canopy would be similar to untended bosques."
11550_15,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Species composition var ies with fire ( Salix gooddingii favored) or flood magnitude ( Salix gooddingii and Populus fremontii favored). This class is typically shrub/seedling dominated, but grasses may co-dominate. This class also exists as recently deposited mud/silt flats that may be farmed for corn, squash , and beans. F arming was applied to new mud flats and it prevented germinat ion of cottonwood and willow ."
11550_15,B,Mid1:CLS,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (willow and cottonwood). Native mixed - severity burning in the fall for acquiring supplies for basketry, clearing irrigation ditches , and hunting was conducted. Shrubs resprouted vigorously the year after burning."
11550_15,C,Late1:CLS,"This class is represent ed by mature, large cottonwood and willow riparian woodlands. Mesquite increases in importance in the mid - story and lower canopy. When Native Americans used this class, the mid - story shrub component was tended and open, but the tree canopy was generally unaffected. Native American burning was most likely to flush jackrabbit and deer, and to control willow encroachment near waterways (irrigation ditches or side channels) and agricultural fields situated on nearby alluvial deposits. Fuel collection was an important activity resulting in understory thinning and fuel load reduction."
11550_15,D,Late2:CLS,Mesquite dominates the riparian floodplain. Salix goodingii and Populus fremontii are a minor component in this class.
11550_25,A,Early1:ALL,Early seral stage new growth in both species. Dominants determined by soil salinity and placement on landscape . (Alkali sacaton can tolerate higher salt levels and inundation by water . ) This is based on the conjecture that it takes approximately 2 yrs for the dominant grass species to attain maturity (this varies with annual precipitation).
11550_25,B,Late1:CLS,"As a mature stand , these grasses become decadent , which could increase probability of fire. Drought or native grazing could dry the site , which could allow tobosa to come into alkali sacaton/giant sacaton and become a co - dominant, or dominant depending on the severity of the drought. Drought can also increase bare ground patches that allow shrub encroachment (mesquite, creosote , and tarbush). Shrub component in this description is  n o t a significant component."
11550_26_35,A,Early1:OPN,"Relatively unvegetated, scoured , or swept riparian corridor (but not scoured to bedrock which would require more time to develo p soils and rooting substrates) ."
11550_26_35,B,Mid1:OPN,"Shrub-dominated areas of relatively closed canopy often dominated by muleâ€™s fat ( Baccharis  salicifolia ), brickellbush ( Brickellia spp . ) , and scattered, sometimes patchy little walnut ( J. microcarpa ) and desert willow ( Chilopsis  linearis ). Cottonwood ( P. deltoides ) and arborescent Salix species occur within this shrub layer as small trees in recruitment. This class is stable on the landscape , lasting for 40yrs on average, due to the lack of substrate conducive to germination and growth of Populus . This may be counterintuitive due to the rather rapid growth of Populus (~25yrs to canopy), potentially reaching the canopy  if germination is possible. This lack of Populus recruitment results from the availability of germination substrate. Another factor that could influence recruitment may be availability of subsurface water for growth of Populus ."
11550_26_35,C,Late1:CLS,"Linear woodlands up to several miles in extent. Dominated by mature P. deltoides with canopy closure of  > 50%. Understory of a relatively sparse mixed shrub/young tree layer, including Texas swamp privet ( Forestiera  angustifolia ), Baccharis  salicifolia , and Brickellia spp. Rare flood events (estimated at once every 150yrs) can be catastrophic . After 120yrs , these generally even-aged stands become senescent and die . The assumption is that recruitment is inadequate for stand replacement."
11550_4,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Salix gooddingii and Populus fremontii favored by flooding. This class is typically shrub/seedling dominated, but grasses or wetland graminoids may co-dominate. This class also exists as recently deposited mud/silt flats that were farmed for corn, squash, and beans.  F arming was applied to new mud flats and prevented germin ation of cottonwood and willow."
11550_4,B,Mid1:CLS,"Highly depe ndent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (willow and cottonwood ), with patches of graminoids and halophytic shrubs. Native American mixed - severity burning in the fall for basketry, clearing of irrigation ditches, and hunting were conducted and favored Salix gooddingii . Shrubs resprouted vigorously the year after burning. This class is an ideal bed for mesquite germination and establishment."
11550_4,C,Mid2:CLS,"Post - fire replacement community dominated by species that resprout after fire: mesquite and Salix gooddingii . Fremont cottonwood is not present because it is sensitive to fire. Patches of graminoids may be frequent after fire. Vegetation is open and shrub domina ted during the first decades , the n become s progressively closed as mesquite b osque ( C lass E) form s."
11550_4,D,Late1:CLS,"This class is represent ed by mature, large cottonwood and willow riparian woodlands , with patches of graminoids in saturated soils and halophytic shrubs on drier sediment deposits or saltier surfaces. Mesquite increases in importance in the mid - story and lower canopy. When Native Americans used this class, the mid - story shrub component was tended and open, but the tree canopy was generally unaffected. Native American burning occurred annually in small patches, most likely to flush jackrabbit, rodents, and deer, and to control willow encroachment near waterways (irrigation ditches or side channels) and agricultural fields situate d on nearby alluvial deposits. Fuel collection was an important activity resulting in understory thinning and fuel load reduction."
11550_4,E,Late2:OPN,"Mesquite dominates the riparian floodplain.  Salix goodingii and Populus fremontii are a minor component in this class. Native American fuel collection is an important activity in C lass E . When mesquite b osque were tended by Native Americans, stand mid - stories were open like orchards and less prone to stand - replacing fire, although the tree canopy would be similar to untended b osques."
11552_13_14_15,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Salix gooddingii and Populus fremontii favored by flooding, whereas Salix , mesquite , and graminoids are favored by fire. This class is typically shrub/seedling dominated, but graminoids may co-dominate."
11552_13_14_15,B,Mid1:CLS,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (willow, maybe cottonwood if surface water is present) with patches of graminoids and halophytic shrubs."
11552_13_14_15,C,Late1:CLS,"This class represents mature cottonwood ( if surface water is present ) , acacia, mesquite , and willow riparian woodlands with patches of graminoids in saturated soils , and halophytic shrubs on drier sediment deposits or saltier surfaces."
11560_1_2_7,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Typically tree dominated, but shrubs may co-dominate. Composition highly variable."
11560_1_2_7,B,Mid1:CLS,"Vegetation includes alder or other hardwood with mix of species. Highly dependent on the hydrologic regime. Vegetation composition includes tall trees and shrubs. Maple or cottonwood stands are transition to Class C as late as 100-200yrs . However, some stands (alder dominated) break up at 80yrs of age ( modeled as alternate succession )."
11560_1_2_7,C,Late1:CLS,"This class represents the mature, large bigleaf maple (especially in the coastal valleys), alder, etc. woodlands . Tree height can exceed 75ft."
11560_1_2_7,D,Late1:OPN,"These stands could be spruce along the coast, but usually are w estern red - cedar or w estern hemlock inland."
11570_1_2,A,Early1:ALL,"Cover is still developing, with most vegetation in early stages . In forested swamps, this stage succeeds to Class C when the trees are firmly established above shrub vegetation. In shrub swamps, the shrubs become firmly established wi thin 5-15yrs. (Alternate succession is used twice: once to Class B and once to Class C.) These early seral patches are shorter than 3m for the shrub swamps; however, for the conifer-deciduous swamps , the ir height can reach 15-20m before the conifers begin to show dominance over the deciduous trees."
11570_1_2,B,Late1:CLS,"Shrubs are firmly established and stands are dominated mostly by deciduous trees. If conifers are present, they are in the mix but not significantly distinct from the matrix of deciduous species. Other sub-types may be dominated by conifers, but shorter in stature than Class C. In Washington s tate ,  r ed a lder is found in this class on the west  side and Alder spp. is seen on the east  side of the Cascade s . Ash may be found in large patches , especially in southwest Washington and through the Willamette Valley of O regon . In swamps , Oregon ash and alder reach a height of 60ft. Disturbances include edge  effect s , individual tree blowdown , and hydrologic fluctuations. In swamp s , FRLA and Alnus  reach a height of 60ft. Disturbances include edge  effect, individual blowdown , and hydrologic disturbances ."
11570_1_2,C,Late2:OPN,"Conifer are prominent in some patches of this BpS . These species do not necessarily occur together, so the canopy position is usually â€œu pper .â€  PICO are in the short end of this height range, if that.  Species may include PICO, THPL, and PISI , and TSME in high elevations. Conifer swamps likely have deciduous species underneath , including S pirea and sedges. Other species may include L edum , Kalmia , V accinium in bogs (acidic, stagnant) , and crypt o gams. In upland flats, these conifer areas occur in small patches. Disturbances include edge  effect, individual tree blowdown , and hydrologic fluctuations. Overstory of conifers can be 20-60% closure, but the understory could be up to 100% closure of shrubs. Evergreen trees <10m tall are included in this class."
11581_1_2_7,A,Early1:ALL,"Immediate post-disturbance responses are dependent on preexisting vegetation composition. Sediment deposits, woody debris, or variable scour may be common. Composition is highly variable."
11581_1_2_7,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (alder, maple, conifers)."
11581_1_2_7,C,Late1:CLS,"The class represents the mature large alder, maple, conifer, etc. , woodland/forest ."
11582_1_2_7,A,Early1:ALL,"Immediate post-disturbance responses are dependent on preexisting vegetation composition. Sediment deposits, woody debris, or variable scour may be common. Composition is highly variable."
11582_1_2_7,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (alder, maple, conifers)."
11582_1_2_7,C,Late1:CLS,"The class represents the mature large alder, maple, conifer, etc. , woodland/forest ."
11590_10_19,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is dominated by sprouting shrubs that respond favorably to fire. Species composition is highly variable. Silt, gravel, cobble , and woody debris may be common."
11590_10_19,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers)."
11590_10_19,C,Late1:CLS,"This class represents the mature, large cottonwood, conifer, etc. , woodlands."
11590_12_17,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is typically shrub - dominated, but grass may co-dominate; species composition is highly variable. Silt, gravel, cobble , and woody debris may be common."
11590_12_17,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers)."
11590_12_17,C,Late1:CLS,"This class represents mature, large cottonwood, conifer, etc. , woodlands."
11590_13,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Typically shrub - dominated, but grass may co-dominate. Salix spp . dominates after fire, whereas Populus spp . and Salix spp . co-dominate after flooding. Silt, gravel, cobble , and woody debris may be common. Composition highly variable. Generally, this class is e xpected to occur a few years post-disturbance. Modeled disturbances include weather-r elated stress expressed as frequent annual flooding events."
11590_13,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen, conifers). Modeled disturbances include 1) weather-related stress expressed as flooding events, 2) less frequent flooding events (weather-related str ess), and 3) occurrence of r eplacement fire ."
11590_13,C,Late1:CLS,"This class represents the mature, large cottonwoo d, conifer, etc. , woodlands. Major flooding events (weath er-related stress) occur irregularly, whereas smaller floods occur more frequently . Replacement fire occ urs ."
11590_15,A,Early1:ALL,"Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form. Generally this cla ss is expected to occur a few years post-disturbance. It is typically shrub - dominated, but grass may co - dominate (up to 100% herbaceous cover) . Salix spp . dominates after fire, whereas Popilus spp . and Salix spp .  C o - dominate after flooding. Silt, gravel, cobble , and woody debris may be common. Composition is highly variable."
11590_15,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers ) ."
11590_15,C,Late1:CLS,"This class represents the mature, large cottonwood , conifer, etc. , woodlands."
11590_16_23_24_26,A,Early1:ALL,"Early-seral class dominated by shrub or grass. The herbaceous layer may range in cover from 0-100% and in height from short (<0.5m) to tall (>1m). Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form and composition will vary within the stream reach. Generally, this class is expected to last about a decade post-disturbance. Reestablishment of conifers may require 50-100yrs, however. Replacement fire was typically rare. Surface fire was more frequent and a combination of upland-driven fire and native burning. Beaver would remove woody vegetation relatively frequently . T he duration of this class will be highly variable due to high moisture levels and high species variability."
11590_16_23_24_26,B,Mid1:CLS,"The composition of this class is highly dependent on the hydrologic regime. For example, it could include any combination of the five vegetation forms described above. Composition of adjacent uplands is the determining factor for future fire events. The dominant lifeform may include trees (but will be highly variable). Canopy cover of trees may range from 0-30% and will range in height from regeneration (<5m) to tall (25-49m). C onifer establishment in these higher - elevation areas a lso influences the mean fire return interval ."
11590_18,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-disturbance vegetation composition. Generally, this c lass is expected to occur for a few years post-disturbance. Typically shrub - dominated, but grass may co-dominate. Salix spp . dominates after fire, whereas Populus spp . and Salix sp p. co-dominate after flooding. Silt, gravel, cobble , and woody debris may be common. Composition highly variable."
11590_18,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers)."
11590_18,C,Late1:CLS,"This class represents the mature, large cottonwoo d, conifer, etc. , woodlands. Replacement fire is caused by importation from surrounding systems. Beaver activity is infrequent and causes a thinning disturbance. Ic e scour occurs frequently but rarely kills large patches of trees."
11590_20,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is dominated by sprouting shrubs that respond favorably to fire. Species composition is highly variable. Silt, gravel, cobble , and woody debris may be common."
11590_20,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers). This class persists for ~ 20-25yrs."
11590_20,C,Late1:CLS,"This class represents the mature, large cottonwood, conifer, etc. , woodlands. In M ontana, these closed late systems can also be dominated by Rocky Mountain juniper or spruce at higher elevations and green ash at lower elevations. Ponderosa pine is only one possible dominant. Red osier dogwood is an indicator in all of these, with a range of 10-60% cover depending on overstory species. Other dominant and indicator species are interior Douglas-fir in the upland areas, PICEA, FRAPEN , and COSE16. Replacement fire is caused by importation from surrounding systems. Ice scour oc curs often but rarely k ills large patches of trees."
11590_21,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is dominated by sprouting shrubs that respond favorably to fire. Species composition is highly variable. Silt, gravel, cobble , and woody debris may be common. Generally, this class is expected to occur post-disturbance. Replacement fire, mixed - severity fire, beaver , and flooding maintain this class."
11590_21,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifer)."
11590_21,C,Late1:CLS,"This class represents mature, large cottonwood, conifer, etc. , woodlands.  Ice scour occurs often but rarely kills large patches of trees.  Replacement fire is caused by importation from surrounding systems. Beaver activity is very infrequent and causes a thinning disturbance."
11590_22,A,Early1:ALL,"Early-seral class dominated by shrubs or grass. Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form , and composition var ies within the stream reach. Generally, this class is expected to last several years post-disturbance. Replacement fire was typically rare and not included. Surface fire was more frequent ,  and a combination of upland-driven fire and native burning. Beaver remove d woody vegetation frequently. Two flooding disturbances were included: frequent flood events that did not cause a change in succession age (i.e . , had no ecological setback or delay in succession) and larger flood events that revert the vegetation to the post-replacement stage. The duration of this class is highly variable due to high moisture levels and greater species variability."
11590_22,B,Mid1:CLS,"The composition of this class is highly dependent on the hydrologic regime and presence of beaver. For example, it could include any combination of the vegetation forms described here . Composition of adjacent uplands is the determining factor for future fire events. Further more , conifer establishment in these higher elevation areas also influences M FRI ; therefore , replacement fire was selected to characterize this disturbance."
11590_25,A,Early1:ALL,"Early-seral class dominated by shrub or grass. Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form , and composition will vary within the stream reach. Generally, this class is expected to last approximately a decade post-disturbance. Replacement fire was typically rare and not included. Surface fire was more frequent , and a combination of upland-driven fire and native burning occurred. Beaver remove d woody vegetation , frequently resetting age to zero. Two flooding disturbances were included: frequent flood events that did not cause a change in succession age (i.e., had no ecological setback or delay in succession) and less - frequent flood events that revert the vegetation to the post-replacement stage. The duration of this class is highly variable due to high moisture levels and greater species variability."
11590_25,B,Mid1:CLS,"The composition of this class is highly dependent on the hydrologic regime. For example, it could include any combination of the five vegetation forms described here . Composition of adjacent uplands is the determining factor for future fire events. Further more , conifer establishment in these higher elevation areas also influences the MFRI ; therefore , replacement fire was selected to characterize this disturbance."
11590_27_33,A,Early1:ALL,"Early- S eral class dominated by shrub or grass. Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form ; composition var ies within stream reach. In g eneral, this class is expected to last several years post-disturbance. Replacement fire was typically rare and not included. Surface fire was more frequent and a combination of upland-driven fire and native burning. Beaver remove d woody vegetation fairly often . Two flooding disturbances were included: frequent flood events that did not cause a change in succession age (i.e., had no ecological setback or delay in succession) and less - frequent flood events that revert the vegetation to the post-replacement stage. The duration of this class is highly variable due to high moisture levels and high species variability."
11590_27_33,B,Mid1:CLS,"The composition of this class is highly dependent on the hydrologic regime. For example, it could include any combination of the five vegetation forms described earlier . Composition of adjacent uplands is the determining factor for future fire events. Further more , conifer establishment in these higher elevation areas a lso influences the MFRI .  T herefore , replacement fire was selected to characterize this disturbance."
11590_28,A,Early1:ALL,"Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form. Shrub or grass dominate. Composition varies within stream reach. In g eneral, this class is expected to occur a few years post-disturbance. Re-establishment of conifer may require 50-100yrs. Modeled disturbances include surface fire and two flooding disturbances. Replacement fire is typically rare and was not included. Surface fire is more frequent and a combination of upland-driven fire and native burning. Succession is highly variable due to high moisture levels and high species variability."
11590_28,B,Mid1:CLS,"Highly dependent on the hydrologic regime. For example, could include any combination of the five vegetation forms listed earlier . Composition of adjacent uplands is the determining factor for future fire events. Further more , conifer establishment in these higher elevation areas also influences FRI .  T herefore , replacement fire historical range of variability values were selected to characterize this form."
11590_29,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is dominated by sprouting shrubs that respond favorably to fire. Species composition is highly variable. Silt, gravel, cobble , and woody debris may be common. In g eneral, this class is expected to occur a few years post-disturbance. Replacement fire set s this class back to the beginning. Flooding maintain s this class. Beaver were originally modeled as a disturbance; however, for MZ29, it is question able whether beaver would be interested in small shrubs and trees .  T herefore, they were removed from this early class."
11590_29,B,Mid1:OPN,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifer). This class persists for approximately a couple of decades. Modeled disturbances include weather-related stress expressed as annual flooding events that maintain vegetation and periodic flooding events (weather-related stress) that caus e stand replacement , replacement and mixed-severity fire causing no transition , and beaver ( Castor canadensis ) herbivory."
11590_29,C,Late1:CLS,"This class represents the mature, large cottonwood, conifer, etc. , woodlands. In Montana, these closed late systems can also be dominated by Rocky Mountain juniper, or spruce at higher elevations and green ash at lower elevations. Ponderosa pine is only one possible dominant. Redosier dogwood is an indicator in all of these , with a range of 10-60% cover , depending on overstory species. Other dominant and indicator species are interior Douglas-fir in the upland areas and PICEA, FRAPEN , and COSE16. For MZ29, spruce may have been just as common as pine in this class ; green ash is questionable. In g eneral, this class persists until a replacement disturbance (beaver, flooding, replacement fire) causes a transition.  Some flooding events (weather-related stress) cause a transition, whereas other flood events occur but just maintain the class. Replacement fire is caused by importation from surrounding systems. Replacement and mixed fire occur overall (mixed causing no transition). Beaver activity infrequently causes a thinning disturbance .  However, some beaver activity is frequent and maintains this class ; some is a replacement disturbance, causing a transition.  Beaver were modeled as a replacement disturbance in MZ29 because they probably had a major impact on pre-settlement montane riparian forests. Many were â€œ trapped out â€ before settlers arrived . Where beaver are common, there are few large cottonwoods within 50m of the water, and most montane riparian zones would  n o t have been too much more than 100yds wide. This is opinion based on the Marias River (north-central Montana) and the fact that the Beaverhead River (southwest Montana) had no cottonwood when Lewis and Clark came through ( Lesica , pers . comm . ). Therefore, replacement disturbance beaver impact was modeled as occurring , which reduced the percentage of this class. Ice scour was originally modeled .  H owever, it was removed from MZ29 because there is little likelihood it occurred east of the C ontinental D ivide."
11590_8_9,A,Early1:ALL,"Immediate post-disturbance responses are dependent on pre-burn vegetation composition. This class is dominated by sprouting shrubs that respond favorably to fire. Species composition is highly variable. Silt, gravel, cobble , and woody debris may be common."
11590_8_9,B,Mid1:ALL,"Highly dependent on the hydrologic regime. Vegetation composition includes tall shrubs and small trees (cottonwood, aspen , and conifers)."
11590_8_9,C,Late1:ALL,"This class represents the mature, large cottonwood, conifer, etc. , woodlands."
11600_10_19,A,Early1:ALL,"Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form. Post-burn condition sensitive to scouring and blowout from floods. This class is shrub or grass dominated. Composition varies both within/among stream reaches. In g eneral, this c lass is expected to occur a few years post-disturbance. Re-establishment o f conifer may require many years . Flooding disturbances (modeled as weather-related stress) include events that do not scour and longer period ic events that reset the vegetation to age zero. Beaver reset succession by moving along the river with tree depletion. Replacement fire was typically rare and not included, whereas surface fire was more frequent and a combination of upland-driven fire and native burning. Succession is highly variable due to high moisture levels and high species variability."
11600_10_19,B,Mid1:CLS,"Highly dependent on the hydrologic regime. For example, could include any combination of the five vegetation forms (1) cottonwoods, (2) willow, (3) sedges and other herbaceous vegetation, (4) aspen, and (5) conifer (primarily spruce and subalpine fir). Composition of adjacent uplands is the determining factor for future fire events. Conifer establishment in these higher elevation a reas creates some opportunity for fire ."
11600_12_17,A,Early1:ALL,"Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form. Post-burn condition is sensitive to scouring and blowout from floods. This class is shrub or grass dominated. Composition varies both within/among stream reaches. In g eneral, this class is expected to occur for a few years post-disturbance. Flooding disturbances (modeled as weather-related stress) include frequent events that do not scour and larger flood events that reset the vegetation to age zero. Beaver reset succession by moving along the river with tree depletion. Replacement fire was typically rare and not included, whereas surface fire was more frequent and was a combination of upland-driven fire and native burning. Succession is highly variable due to high moisture levels and high species variability."
11600_12_17,B,Mid1:CLS,"Highly dependent on the hydrologic regime. For example, could include any combination of the five vegetation forms listed earlier . Composition of adjacent uplands is the determining factor for future fire events. Conifer establishment at these higher elevation s  causes some fire to occur in this BpS ."
11600_15_28,A,Early1:ALL,Immediate post-fire responses in this ecological system are dependent on pre-burn vegetation form. Shrub or grass dominated. Composition varies within stream reach. The herbaceous layer may range in cover from 0-100% and in height from short (<0.5m) to tall (>1m). Replacement fire was typically rare. Surface fire was more frequent and a combination of upland-driven fire and N ative American burning. Succession is highly variable due to high moisture levels and high species variability.
